Suburb,Type,Bedroom2,Bathroom,Landsize,Price
Hillside,h,3.0,1.0,318.0,478000.0
Hillside,h,3.0,2.0,320.0,480000.0
Hillside,h,3.0,2.0,453.0,485000.0
Hillside,h,3.0,2.0,666.0,660000.0
Hillside,h,3.0,2.0,719.0,645500.0
Hillside,h,4.0,2.0,480.0,628000.0
Hillside,h,4.0,2.0,542.0,618350.0
Hillside,h,4.0,2.0,600.0,580000.0
Hillside,h,4.0,2.0,661.0,677000.0
Hillside,h,4.0,2.0,704.0,737500.0
Hillside,h,4.0,2.0,715.0,600000.0
Hillside,h,4.0,2.0,724.0,660000.0
Hillside,h,4.0,2.0,788.0,700000.0
Hillside,h,4.0,2.0,2002.0,1111000.0
Hillside,h,4.0,3.0,970.0,805000.0
Hillside,h,5.0,2.0,615.0,650500.0
Hillside,h,6.0,4.0,694.0,935000.0
Hillside,u,3.0,2.0,345.0,485000.0
Hoppers Crossing,h,3.0,1.0,537.0,479250.0
Hoppers Crossing,h,3.0,1.0,538.0,520000.0
Hoppers Crossing,h,3.0,1.0,565.0,515000.0
Hoppers Crossing,h,3.0,1.0,577.0,557000.0
Hoppers Crossing,h,3.0,1.0,581.0,492000.0
Hoppers Crossing,h,3.0,1.0,592.0,575000.0
Hoppers Crossing,h,3.0,1.0,600.0,510000.0
Hoppers Crossing,h,3.0,1.0,603.0,535000.0
Hoppers Crossing,h,3.0,1.0,609.0,520000.0
Hoppers Crossing,h,3.0,1.0,623.0,541000.0
Hoppers Crossing,h,3.0,1.0,635.0,550000.0
Hoppers Crossing,h,3.0,1.0,663.0,505000.0
Hoppers Crossing,h,3.0,2.0,435.0,418000.0
Hoppers Crossing,h,3.0,2.0,530.0,530000.0
Hoppers Crossing,h,3.0,2.0,540.0,553100.0
Hoppers Crossing,h,3.0,2.0,557.0,555500.0
Hoppers Crossing,h,3.0,2.0,578.0,536500.0
Hoppers Crossing,h,3.0,2.0,580.0,540000.0
Hoppers Crossing,h,3.0,2.0,615.0,555000.0
Hoppers Crossing,h,3.0,2.0,700.0,568000.0
Hoppers Crossing,h,3.0,2.0,913.0,650000.0
Hoppers Crossing,h,4.0,1.0,570.0,555000.0
Hoppers Crossing,h,4.0,2.0,452.0,525000.0
Hoppers Crossing,h,4.0,2.0,546.0,472000.0
Hoppers Crossing,h,4.0,2.0,570.0,576000.0
Hoppers Crossing,h,4.0,2.0,572.0,537000.0
Hoppers Crossing,h,4.0,2.0,603.0,602000.0
Hoppers Crossing,h,4.0,2.0,632.0,567000.0
Hoppers Crossing,h,4.0,2.0,650.0,540000.0
Hoppers Crossing,h,4.0,2.0,680.0,650000.0
Hoppers Crossing,h,4.0,2.0,800.0,680000.0
Hoppers Crossing,h,4.0,2.0,872.0,723000.0
Hoppers Crossing,h,4.0,2.0,4606.0,1305000.0
Hoppers Crossing,h,5.0,2.0,650.0,610000.0
Hoppers Crossing,u,2.0,1.0,150.0,315000.0
Hughesdale,h,1.0,1.0,369.0,900000.0
Hughesdale,h,2.0,1.0,387.0,980000.0
Hughesdale,h,2.0,1.0,546.0,1262000.0
Hughesdale,h,2.0,1.0,575.0,677500.0
Hughesdale,h,2.0,1.0,715.0,1316000.0
Hughesdale,h,2.0,1.0,732.0,1550000.0
Hughesdale,h,2.0,1.0,795.0,720000.0
Hughesdale,h,3.0,1.0,562.0,1055000.0
Hughesdale,h,3.0,1.0,603.0,1250000.0
Hughesdale,h,3.0,1.0,698.0,1350000.0
Hughesdale,h,3.0,1.0,705.0,1340000.0
Hughesdale,h,3.0,1.0,730.0,1210000.0
Hughesdale,h,3.0,2.0,678.0,1167500.0
Hughesdale,h,3.0,2.0,738.0,1322000.0
Hughesdale,h,4.0,1.0,696.0,1337000.0
Hughesdale,h,4.0,2.0,455.0,1570000.0
Hughesdale,h,4.0,2.0,545.0,1700000.0
Hughesdale,h,4.0,2.0,547.0,1745000.0
Hughesdale,h,4.0,2.0,847.0,2120000.0
Hughesdale,h,4.0,3.0,695.0,2190000.0
Hughesdale,h,5.0,2.0,548.0,1475000.0
Hughesdale,t,3.0,2.0,206.0,828000.0
Hughesdale,t,3.0,2.0,246.0,998000.0
Hughesdale,t,3.0,2.0,360.0,900000.0
Hughesdale,t,4.0,4.0,370.0,1340000.0
Hughesdale,u,2.0,1.0,0.0,463500.0
Hughesdale,u,2.0,1.0,100.0,400000.0
Hughesdale,u,2.0,1.0,101.0,623000.0
Hughesdale,u,3.0,1.0,0.0,855000.0
Hughesdale,u,3.0,2.0,311.0,1203500.0
Huntingdale,h,3.0,1.0,501.0,1093800.0
Huntingdale,h,3.0,1.0,594.0,1080000.0
Huntingdale,h,3.0,1.0,628.0,990000.0
Huntingdale,h,3.0,2.0,321.0,750000.0
Huntingdale,h,3.0,2.0,622.0,1205000.0
Huntingdale,h,4.0,1.0,603.0,1145000.0
Huntingdale,h,4.0,2.0,600.0,1190000.0
Hurstbridge,h,3.0,2.0,785.0,600000.0
Hurstbridge,h,5.0,2.0,1034.0,790000.0
Ivanhoe,h,0.0,2.0,1252.0,2400000.0
Ivanhoe,h,2.0,1.0,221.0,790000.0
Ivanhoe,h,2.0,1.0,557.0,1020000.0
Ivanhoe,h,2.0,1.0,571.0,1340000.0
Ivanhoe,h,2.0,1.0,620.0,1320000.0
Ivanhoe,h,2.0,1.0,760.0,1910000.0
Ivanhoe,h,2.0,1.0,1110.0,2400000.0
Ivanhoe,h,2.0,1.0,1465.0,690000.0
Ivanhoe,h,3.0,1.0,360.0,950000.0
Ivanhoe,h,3.0,1.0,424.0,1475000.0
Ivanhoe,h,3.0,1.0,459.0,970000.0
Ivanhoe,h,3.0,1.0,537.0,1155000.0
Ivanhoe,h,3.0,1.0,572.0,1225000.0
Ivanhoe,h,3.0,1.0,585.0,1035000.0
Ivanhoe,h,3.0,1.0,596.0,1065000.0
Ivanhoe,h,3.0,1.0,597.0,1102000.0
Ivanhoe,h,3.0,1.0,614.0,1796000.0
Ivanhoe,h,3.0,1.0,630.0,1465000.0
Ivanhoe,h,3.0,1.0,645.0,1486000.0
Ivanhoe,h,3.0,1.0,670.0,1510000.0
Ivanhoe,h,3.0,1.0,677.0,1075000.0
Ivanhoe,h,3.0,1.0,687.0,1220000.0
Ivanhoe,h,3.0,1.0,691.0,1535000.0
Ivanhoe,h,3.0,2.0,334.0,1300000.0
Ivanhoe,h,3.0,2.0,377.0,990000.0
Ivanhoe,h,3.0,2.0,399.0,785000.0
Ivanhoe,h,3.0,2.0,608.0,1605000.0
Ivanhoe,h,3.0,2.0,618.0,1851000.0
Ivanhoe,h,3.0,2.0,665.0,1680000.0
Ivanhoe,h,3.0,2.0,684.0,1850000.0
Ivanhoe,h,3.0,2.0,721.0,1223500.0
Ivanhoe,h,3.0,2.0,834.0,1275000.0
Ivanhoe,h,3.0,3.0,290.0,950000.0
Ivanhoe,h,4.0,1.0,586.0,1300000.0
Ivanhoe,h,4.0,1.0,587.0,1350000.0
Ivanhoe,h,4.0,1.0,605.0,1460000.0
Ivanhoe,h,4.0,2.0,449.0,1410000.0
Ivanhoe,h,4.0,2.0,585.0,1200000.0
Ivanhoe,h,4.0,2.0,589.0,1650000.0
Ivanhoe,h,4.0,2.0,631.0,1720000.0
Ivanhoe,h,4.0,2.0,637.0,2530000.0
Ivanhoe,h,4.0,2.0,638.0,2350000.0
Ivanhoe,h,4.0,2.0,650.0,1758000.0
Ivanhoe,h,4.0,2.0,689.0,1730000.0
Ivanhoe,h,4.0,2.0,694.0,1470000.0
Ivanhoe,h,4.0,2.0,778.0,2380000.0
Ivanhoe,h,4.0,2.0,925.0,2265000.0
Ivanhoe,h,4.0,2.0,1011.0,2250000.0
Ivanhoe,h,4.0,2.0,1250.0,3020000.0
Ivanhoe,h,4.0,3.0,608.0,2090000.0
Ivanhoe,h,4.0,3.0,610.0,1601000.0
Ivanhoe,h,4.0,3.0,719.0,2595000.0
Ivanhoe,h,5.0,2.0,633.0,1689000.0
Ivanhoe,h,5.0,2.0,758.0,1615000.0
Ivanhoe,h,5.0,3.0,455.0,1420000.0
Ivanhoe,h,5.0,3.0,626.0,981000.0
Ivanhoe,h,5.0,3.0,740.0,2100000.0
Ivanhoe,h,5.0,3.0,1006.0,2600000.0
Ivanhoe,t,2.0,1.0,134.0,710000.0
Ivanhoe,t,2.0,1.0,229.0,880000.0
Ivanhoe,t,2.0,1.0,277.0,610000.0
Ivanhoe,t,2.0,2.0,124.0,785000.0
Ivanhoe,t,3.0,0.0,219.0,1060000.0
Ivanhoe,t,3.0,1.0,110.0,750000.0
Ivanhoe,t,3.0,1.0,139.0,550000.0
Ivanhoe,t,3.0,1.0,152.0,779000.0
Ivanhoe,t,3.0,2.0,0.0,855000.0
Ivanhoe,t,3.0,2.0,103.0,975000.0
Ivanhoe,t,3.0,2.0,108.0,962000.0
Ivanhoe,t,3.0,2.0,189.0,700000.0
Ivanhoe,t,3.0,2.0,249.0,890000.0
Ivanhoe,t,3.0,2.0,314.0,1010000.0
Ivanhoe,t,4.0,3.0,181.0,985000.0
Ivanhoe,u,1.0,1.0,0.0,403000.0
Ivanhoe,u,1.0,1.0,55.0,420000.0
Ivanhoe,u,1.0,1.0,75.0,460000.0
Ivanhoe,u,1.0,1.0,845.0,413000.0
Ivanhoe,u,2.0,0.0,0.0,460000.0
Ivanhoe,u,2.0,1.0,0.0,475000.0
Ivanhoe,u,2.0,1.0,71.0,500000.0
Ivanhoe,u,2.0,1.0,94.0,705000.0
Ivanhoe,u,2.0,1.0,103.0,690000.0
Ivanhoe,u,2.0,1.0,199.0,630000.0
Ivanhoe,u,2.0,1.0,648.0,739000.0
Ivanhoe,u,2.0,1.0,721.0,587000.0
Ivanhoe,u,2.0,1.0,795.0,465000.0
Ivanhoe,u,2.0,2.0,147.0,845000.0
Ivanhoe,u,3.0,2.0,0.0,780000.0
Ivanhoe,u,3.0,2.0,252.0,880000.0
Ivanhoe,u,3.0,2.0,366.0,1110000.0
Ivanhoe East,h,2.0,1.0,697.0,1601000.0
Ivanhoe East,h,2.0,1.0,1003.0,2100000.0
Ivanhoe East,h,2.0,2.0,751.0,1853000.0
Ivanhoe East,h,3.0,1.0,617.0,1640000.0
Ivanhoe East,h,3.0,1.0,624.0,1605000.0
Ivanhoe East,h,3.0,1.0,792.0,1740000.0
Ivanhoe East,h,3.0,1.0,1073.0,1651000.0
Ivanhoe East,h,3.0,2.0,697.0,1535000.0
Ivanhoe East,h,3.0,2.0,805.0,2525000.0
Ivanhoe East,h,3.0,2.0,1132.0,2400000.0
Ivanhoe East,h,3.0,2.0,1232.0,2150000.0
Ivanhoe East,h,4.0,2.0,585.0,2040000.0
Ivanhoe East,h,4.0,2.0,830.0,1660000.0
Ivanhoe East,h,4.0,2.0,1004.0,2200000.0
Ivanhoe East,h,4.0,3.0,583.0,1875000.0
Ivanhoe East,h,4.0,3.0,826.0,1797000.0
Ivanhoe East,h,4.0,3.0,948.0,1740000.0
Ivanhoe East,h,5.0,3.0,737.0,2325000.0
Ivanhoe East,h,5.0,4.0,2064.0,3850000.0
Ivanhoe East,t,3.0,2.0,180.0,1050000.0
Ivanhoe East,u,1.0,1.0,0.0,405000.0
Ivanhoe East,u,2.0,1.0,0.0,510000.0
Ivanhoe East,u,2.0,1.0,1473.0,470000.0
Ivanhoe East,u,3.0,2.0,356.0,1260000.0
Jacana,h,2.0,1.0,662.0,575500.0
Jacana,h,2.0,1.0,729.0,472500.0
Jacana,h,3.0,1.0,588.0,528000.0
Jacana,h,3.0,1.0,593.0,605000.0
Jacana,h,3.0,1.0,598.0,495000.0
Jacana,h,3.0,1.0,600.0,443500.0
Jacana,h,3.0,1.0,601.0,460000.0
Jacana,h,3.0,1.0,604.0,559000.0
Jacana,h,3.0,1.0,607.0,421000.0
Jacana,h,3.0,1.0,610.0,551000.0
Jacana,h,3.0,1.0,622.0,626000.0
Jacana,h,3.0,1.0,624.0,611000.0
Jacana,h,3.0,1.0,627.0,556000.0
Jacana,h,3.0,1.0,630.0,485000.0
Jacana,h,3.0,1.0,647.0,600000.0
Jacana,h,3.0,1.0,650.0,425000.0
Jacana,h,3.0,1.0,704.0,550000.0
Jacana,h,3.0,1.0,708.0,590500.0
Jacana,h,3.0,1.0,764.0,620500.0
Jacana,h,4.0,1.0,604.0,618000.0
Jacana,h,4.0,1.0,692.0,650000.0
Jacana,h,4.0,3.0,693.0,650000.0
Jacana,t,2.0,1.0,165.0,390000.0
Jacana,u,2.0,1.0,197.0,280000.0
Kealba,h,3.0,1.0,534.0,461000.0
Kealba,h,3.0,1.0,543.0,365000.0
Kealba,h,3.0,1.0,548.0,450000.0
Kealba,h,3.0,1.0,554.0,572000.0
Kealba,h,3.0,1.0,557.0,570000.0
Kealba,h,3.0,1.0,597.0,515000.0
Kealba,h,3.0,2.0,119.0,320000.0
Kealba,h,3.0,2.0,530.0,582000.0
Kealba,h,3.0,2.0,570.0,545000.0
Kealba,h,4.0,1.0,574.0,500000.0
Kealba,h,4.0,2.0,558.0,655000.0
Kealba,h,4.0,2.0,579.0,500000.0
Kealba,h,4.0,2.0,612.0,560000.0
Kealba,h,4.0,2.0,617.0,590000.0
Kealba,h,4.0,2.0,649.0,751000.0
Kealba,h,4.0,2.0,658.0,646000.0
Kealba,h,4.0,3.0,654.0,1095000.0
Kealba,h,5.0,2.0,647.0,750000.0
Keilor,h,3.0,1.0,539.0,678500.0
Keilor,h,3.0,1.0,589.0,895000.0
Keilor,h,3.0,1.0,722.0,875000.0
Keilor,h,3.0,2.0,547.0,775000.0
Keilor,h,3.0,2.0,725.0,840000.0
Keilor,h,3.0,2.0,847.0,930000.0
Keilor,h,4.0,2.0,531.0,635000.0
Keilor,h,4.0,2.0,556.0,1125000.0
Keilor,h,5.0,2.0,295.0,739000.0
Keilor Downs,h,3.0,1.0,307.0,575000.0
Keilor Downs,h,3.0,1.0,650.0,620000.0
Keilor Downs,h,3.0,1.0,677.0,580000.0
Keilor Downs,h,3.0,1.0,802.0,550000.0
Keilor Downs,h,3.0,2.0,664.0,683000.0
Keilor Downs,h,3.0,2.0,708.0,675000.0
Keilor Downs,h,3.0,2.0,749.0,735000.0
Keilor Downs,h,3.0,2.0,766.0,810000.0
Keilor Downs,h,3.0,2.0,850.0,680000.0
Keilor Downs,h,4.0,2.0,660.0,720000.0
Keilor Downs,h,4.0,2.0,696.0,790000.0
Keilor Downs,h,4.0,2.0,713.0,670000.0
Keilor Downs,h,4.0,2.0,726.0,700000.0
Keilor Downs,h,4.0,2.0,757.0,590000.0
Keilor Downs,h,4.0,2.0,815.0,705000.0
Keilor East,h,1.0,1.0,472.0,860000.0
Keilor East,h,2.0,1.0,116.0,380000.0
Keilor East,h,2.0,2.0,221.0,630000.0
Keilor East,h,3.0,1.0,0.0,695000.0
Keilor East,h,3.0,1.0,185.0,630000.0
Keilor East,h,3.0,1.0,412.0,583000.0
Keilor East,h,3.0,1.0,534.0,825000.0
Keilor East,h,3.0,1.0,535.0,745000.0
Keilor East,h,3.0,1.0,538.0,736500.0
Keilor East,h,3.0,1.0,539.0,625000.0
Keilor East,h,3.0,1.0,542.0,570000.0
Keilor East,h,3.0,1.0,546.0,738000.0
Keilor East,h,3.0,1.0,558.0,680000.0
Keilor East,h,3.0,1.0,564.0,695000.0
Keilor East,h,3.0,1.0,565.0,600000.0
Keilor East,h,3.0,1.0,568.0,860000.0
Keilor East,h,3.0,1.0,575.0,840000.0
Keilor East,h,3.0,1.0,584.0,880000.0
Keilor East,h,3.0,1.0,597.0,850000.0
Keilor East,h,3.0,1.0,600.0,900000.0
Keilor East,h,3.0,1.0,602.0,1031100.0
Keilor East,h,3.0,1.0,605.0,1001000.0
Keilor East,h,3.0,1.0,606.0,785000.0
Keilor East,h,3.0,1.0,610.0,790000.0
Keilor East,h,3.0,1.0,613.0,933000.0
Keilor East,h,3.0,1.0,616.0,705000.0
Keilor East,h,3.0,1.0,622.0,845000.0
Keilor East,h,3.0,1.0,624.0,900000.0
Keilor East,h,3.0,1.0,638.0,1076500.0
Keilor East,h,3.0,1.0,639.0,720000.0
Keilor East,h,3.0,1.0,657.0,725000.0
Keilor East,h,3.0,1.0,660.0,912000.0
Keilor East,h,3.0,1.0,662.0,935000.0
Keilor East,h,3.0,1.0,684.0,740000.0
Keilor East,h,3.0,1.0,703.0,941000.0
Keilor East,h,3.0,1.0,713.0,900000.0
Keilor East,h,3.0,2.0,162.0,635000.0
Keilor East,h,3.0,2.0,176.0,650000.0
Keilor East,h,3.0,2.0,288.0,700000.0
Keilor East,h,3.0,2.0,292.0,620000.0
Keilor East,h,3.0,2.0,313.0,920000.0
Keilor East,h,3.0,2.0,404.0,960000.0
Keilor East,h,3.0,2.0,532.0,757000.0
Keilor East,h,3.0,2.0,546.0,806000.0
Keilor East,h,3.0,2.0,549.0,675000.0
Keilor East,h,3.0,2.0,568.0,690000.0
Keilor East,h,3.0,2.0,573.0,843000.0
Keilor East,h,3.0,2.0,598.0,715000.0
Keilor East,h,3.0,2.0,603.0,920000.0
Keilor East,h,3.0,2.0,630.0,825000.0
Keilor East,h,3.0,2.0,669.0,918000.0
Keilor East,h,3.0,2.0,672.0,772000.0
Keilor East,h,3.0,2.0,683.0,703000.0
Keilor East,h,3.0,2.0,700.0,835000.0
Keilor East,h,3.0,2.0,716.0,695000.0
Keilor East,h,3.0,2.0,928.0,875000.0
Keilor East,h,3.0,2.0,3977.0,650000.0
Keilor East,h,3.0,3.0,292.0,891000.0
Keilor East,h,3.0,3.0,318.0,825000.0
Keilor East,h,3.0,3.0,326.0,1295000.0
Keilor East,h,3.0,3.0,605.0,976000.0
Keilor East,h,4.0,1.0,534.0,880000.0
Keilor East,h,4.0,1.0,554.0,601200.0
Keilor East,h,4.0,1.0,612.0,1010000.0
Keilor East,h,4.0,1.0,615.0,986000.0
Keilor East,h,4.0,2.0,289.0,900000.0
Keilor East,h,4.0,2.0,534.0,1250000.0
Keilor East,h,4.0,2.0,535.0,698000.0
Keilor East,h,4.0,2.0,540.0,816000.0
Keilor East,h,4.0,2.0,544.0,732000.0
Keilor East,h,4.0,2.0,545.0,680000.0
Keilor East,h,4.0,2.0,546.0,770000.0
Keilor East,h,4.0,2.0,547.0,735000.0
Keilor East,h,4.0,2.0,570.0,871000.0
Keilor East,h,4.0,2.0,599.0,1120000.0
Keilor East,h,4.0,2.0,612.0,1188000.0
Keilor East,h,4.0,2.0,613.0,1420000.0
Keilor East,h,4.0,2.0,629.0,700000.0
Keilor East,h,4.0,2.0,633.0,981000.0
Keilor East,h,4.0,2.0,659.0,970000.0
Keilor East,h,4.0,2.0,686.0,830000.0
Keilor East,h,4.0,2.0,708.0,835000.0
Keilor East,h,4.0,2.0,745.0,920000.0
Keilor East,h,4.0,2.0,776.0,1010000.0
Keilor East,h,4.0,2.0,781.0,1100000.0
Keilor East,h,4.0,2.0,814.0,885000.0
Keilor East,h,4.0,2.0,988.0,1475000.0
Keilor East,h,4.0,2.0,5750.0,886000.0
Keilor East,h,4.0,3.0,579.0,847000.0
Keilor East,h,4.0,3.0,670.0,1160000.0
Keilor East,h,4.0,4.0,429.0,1210000.0
Keilor East,h,4.0,4.0,500.0,1100000.0
Keilor East,h,4.0,4.0,538.0,1230000.0
Keilor East,h,5.0,2.0,561.0,808000.0
Keilor East,h,5.0,3.0,596.0,1005000.0
Keilor East,t,2.0,2.0,54.0,520000.0
Keilor East,t,2.0,2.0,55.0,570000.0
Keilor East,t,2.0,2.0,62.0,520000.0
Keilor East,t,3.0,1.0,165.0,518500.0
Keilor East,t,3.0,2.0,184.0,480000.0
Keilor East,t,3.0,2.0,224.0,712500.0
Keilor East,t,3.0,2.0,265.0,660000.0
Keilor East,t,3.0,2.0,300.0,777000.0
Keilor East,t,3.0,2.0,320.0,710000.0
Keilor East,t,3.0,2.0,331.0,770000.0
Keilor East,t,3.0,2.0,440.0,705000.0
Keilor East,t,3.0,2.0,610.0,785000.0
Keilor East,t,4.0,2.0,284.0,1022000.0
Keilor East,t,4.0,2.0,319.0,807000.0
Keilor East,t,4.0,2.0,330.0,710000.0
Keilor East,t,4.0,3.0,322.0,886000.0
Keilor East,u,2.0,1.0,218.0,470000.0
Keilor East,u,2.0,1.0,220.0,490000.0
Keilor East,u,3.0,1.0,254.0,470000.0
Keilor East,u,3.0,1.0,352.0,560000.0
Keilor East,u,3.0,2.0,112.0,580000.0
Keilor East,u,5.0,1.0,0.0,502000.0
Keilor Lodge,h,3.0,2.0,651.0,680000.0
Keilor Lodge,h,4.0,2.0,729.0,640000.0
Keilor Park,h,3.0,1.0,338.0,575000.0
Keilor Park,h,3.0,1.0,581.0,821000.0
Keilor Park,h,3.0,1.0,590.0,700000.0
Keilor Park,h,3.0,1.0,647.0,670000.0
Keilor Park,h,3.0,1.0,650.0,690000.0
Keilor Park,h,3.0,1.0,695.0,722000.0
Keilor Park,h,3.0,1.0,696.0,720000.0
Keilor Park,h,3.0,2.0,174.0,635000.0
Keilor Park,h,3.0,2.0,260.0,685000.0
Keilor Park,h,3.0,2.0,468.0,752500.0
Keilor Park,h,3.0,2.0,554.0,566000.0
Keilor Park,h,3.0,2.0,650.0,773000.0
Keilor Park,h,3.0,2.0,761.0,750000.0
Keilor Park,h,4.0,2.0,697.0,843000.0
Keilor Park,h,4.0,2.0,754.0,820500.0
Keilor Park,h,5.0,3.0,650.0,765000.0
Keilor Park,t,2.0,1.0,161.0,380000.0
Keilor Park,t,4.0,2.0,231.0,600000.0
Keilor Park,t,4.0,3.0,308.0,746000.0
Keilor Park,u,3.0,1.0,166.0,455000.0
Keilor Park,u,3.0,1.0,255.0,501000.0
Keilor Park,u,3.0,1.0,431.0,616000.0
Kensington,h,2.0,1.0,97.0,868000.0
Kensington,h,2.0,1.0,107.0,840500.0
Kensington,h,2.0,1.0,133.0,850000.0
Kensington,h,2.0,1.0,147.0,1150000.0
Kensington,h,2.0,1.0,149.0,786000.0
Kensington,h,2.0,1.0,150.0,775000.0
Kensington,h,2.0,1.0,155.0,1110000.0
Kensington,h,2.0,1.0,158.0,765000.0
Kensington,h,2.0,1.0,159.0,1000000.0
Kensington,h,2.0,1.0,163.0,1031000.0
Kensington,h,2.0,1.0,165.0,990000.0
Kensington,h,2.0,1.0,169.0,850000.0
Kensington,h,2.0,1.0,173.0,806000.0
Kensington,h,2.0,1.0,174.0,960000.0
Kensington,h,2.0,1.0,179.0,960000.0
Kensington,h,2.0,1.0,183.0,1211000.0
Kensington,h,2.0,1.0,184.0,903000.0
Kensington,h,2.0,1.0,197.0,1155000.0
Kensington,h,2.0,1.0,211.0,825000.0
Kensington,h,2.0,1.0,258.0,785000.0
Kensington,h,2.0,1.0,274.0,1005000.0
Kensington,h,2.0,1.0,282.0,1070000.0
Kensington,h,2.0,2.0,84.0,829000.0
Kensington,h,2.0,2.0,138.0,905000.0
Kensington,h,2.0,2.0,169.0,1234500.0
Kensington,h,3.0,1.0,0.0,1018750.0
Kensington,h,3.0,1.0,114.0,840000.0
Kensington,h,3.0,1.0,165.0,813500.0
Kensington,h,3.0,1.0,166.0,852000.0
Kensington,h,3.0,1.0,188.0,1037000.0
Kensington,h,3.0,1.0,190.0,1060000.0
Kensington,h,3.0,1.0,199.0,1470000.0
Kensington,h,3.0,1.0,211.0,870000.0
Kensington,h,3.0,1.0,234.0,1010000.0
Kensington,h,3.0,1.0,235.0,961000.0
Kensington,h,3.0,1.0,239.0,1165000.0
Kensington,h,3.0,1.0,274.0,1050000.0
Kensington,h,3.0,1.0,275.0,1455000.0
Kensington,h,3.0,1.0,284.0,1271000.0
Kensington,h,3.0,1.0,301.0,1001000.0
Kensington,h,3.0,1.0,312.0,1230000.0
Kensington,h,3.0,1.0,340.0,1250000.0
Kensington,h,3.0,1.0,416.0,1291000.0
Kensington,h,3.0,1.0,459.0,1335000.0
Kensington,h,3.0,2.0,94.0,732000.0
Kensington,h,3.0,2.0,180.0,1190000.0
Kensington,h,3.0,2.0,211.0,1000000.0
Kensington,h,3.0,2.0,223.0,1225000.0
Kensington,h,3.0,2.0,250.0,1260000.0
Kensington,h,4.0,2.0,199.0,1415000.0
Kensington,h,4.0,2.0,242.0,1365000.0
Kensington,h,4.0,2.0,279.0,1675000.0
Kensington,h,4.0,2.0,309.0,1817000.0
Kensington,h,4.0,3.0,0.0,975000.0
Kensington,h,5.0,2.0,566.0,1805000.0
Kensington,t,1.0,1.0,0.0,425000.0
Kensington,t,1.0,1.0,91.0,715000.0
Kensington,t,1.0,1.0,142.0,500000.0
Kensington,t,2.0,1.0,0.0,773000.0
Kensington,t,2.0,1.0,62.0,700000.0
Kensington,t,2.0,1.0,79.0,650000.0
Kensington,t,2.0,1.0,105.0,841000.0
Kensington,t,2.0,1.0,113.0,811000.0
Kensington,t,2.0,1.0,132.0,812000.0
Kensington,t,2.0,1.0,325.0,750000.0
Kensington,t,2.0,2.0,0.0,770000.0
Kensington,t,2.0,2.0,324.0,700000.0
Kensington,t,3.0,1.0,98.0,917500.0
Kensington,t,3.0,2.0,0.0,967000.0
Kensington,t,3.0,2.0,68.0,855000.0
Kensington,t,3.0,2.0,132.0,845000.0
Kensington,t,3.0,2.0,788.0,918000.0
Kensington,t,3.0,2.0,1181.0,790000.0
Kensington,u,1.0,1.0,0.0,390000.0
Kensington,u,1.0,1.0,2581.0,355000.0
Kensington,u,1.0,1.0,2592.0,387500.0
Kensington,u,1.0,1.0,4267.0,360000.0
Kensington,u,2.0,0.0,0.0,526000.0
Kensington,u,2.0,1.0,0.0,476250.0
Kensington,u,2.0,1.0,1111.0,666000.0
Kensington,u,2.0,1.0,1775.0,445000.0
Kensington,u,2.0,1.0,3957.0,508000.0
Kensington,u,2.0,1.0,4267.0,438000.0
Kensington,u,2.0,2.0,0.0,582500.0
Kensington,u,2.0,2.0,2135.0,730000.0
Kensington,u,2.0,2.0,2136.0,631090.0
Kensington,u,2.0,2.0,2592.0,535000.0
Kensington,u,2.0,2.0,3448.0,442000.0
Kensington,u,3.0,1.0,0.0,570000.0
Kensington,u,3.0,1.0,4440.0,551000.0
Kew,h,2.0,1.0,0.0,890000.0
Kew,h,2.0,1.0,239.0,912500.0
Kew,h,2.0,1.0,284.0,1630000.0
Kew,h,2.0,1.0,381.0,1275000.0
Kew,h,2.0,1.0,405.0,1326000.0
Kew,h,2.0,1.0,424.0,1331000.0
Kew,h,2.0,1.0,596.0,1950000.0
Kew,h,2.0,1.0,667.0,1507000.0
Kew,h,2.0,1.0,901.0,758000.0
Kew,h,2.0,1.0,1065.0,2875000.0
Kew,h,2.0,2.0,697.0,4800000.0
Kew,h,3.0,1.0,257.0,1300000.0
Kew,h,3.0,1.0,298.0,1440000.0
Kew,h,3.0,1.0,304.0,1410000.0
Kew,h,3.0,1.0,321.0,1290000.0
Kew,h,3.0,1.0,372.0,2180000.0
Kew,h,3.0,1.0,375.0,1528500.0
Kew,h,3.0,1.0,396.0,1635000.0
Kew,h,3.0,1.0,404.0,1410000.0
Kew,h,3.0,1.0,446.0,1510000.0
Kew,h,3.0,1.0,482.0,1995000.0
Kew,h,3.0,1.0,519.0,1410000.0
Kew,h,3.0,1.0,535.0,1565000.0
Kew,h,3.0,1.0,633.0,1211000.0
Kew,h,3.0,1.0,706.0,1950000.0
Kew,h,3.0,1.0,780.0,2600000.0
Kew,h,3.0,1.0,782.0,2310000.0
Kew,h,3.0,1.0,784.0,3001000.0
Kew,h,3.0,1.0,813.0,1965000.0
Kew,h,3.0,1.0,832.0,2513000.0
Kew,h,3.0,1.0,857.0,1500000.0
Kew,h,3.0,2.0,0.0,972500.0
Kew,h,3.0,2.0,151.0,1080000.0
Kew,h,3.0,2.0,200.0,1110000.0
Kew,h,3.0,2.0,247.0,1450000.0
Kew,h,3.0,2.0,275.0,1385000.0
